item_id,order_id,order_number,created_at_x,order_total,total_qty_ordered,customer_id,customer_name,customer_gender,customer_email,product_id,product_sku,product_name,price,line_total,qty_ordered,load_date
11192,7181.0,BOU091710,2018-09-10 17:10:100,1601.19,1.0,10.0,VenaGarretson,Male,majordick@yahoo.com,216958,212370476,Pink Wide-Leg Cherry Pants,1523.81,1523.81,1,2023-02-23 23:09:34.759965
15371,9725.0,BOU01191638,2019-01-16 11:41:410,2645.0,1.0,10.0,VenaGarretson,Male,majordick@yahoo.com,245481,212704610,Gold Plexi Metallic Mules,2519.05,2519.05,1,2023-02-23 23:09:34.759965
381400,204214.0,BOU071271478,2019-07-14 15:28:280,1500.0,1.0,10.0,VenaGarretson,Male,majordick@yahoo.com,285527,212875659,Metallic-Blush Clover Skirt,1428.57,1428.57,1,2023-02-23 23:09:34.759965
386355,208281.0,BFOU1151321,2019-11-13 10:01:10,3925.0,1.0,10.0,VenaGarretson,Male,majordick@yahoo.com,76405,211024228,Black Large Grace Box Bag,3690.48,3690.48,1,2023-02-23 23:09:34.759965
392902,213976.0,BOU04290827,2020-04-08 10:51:510,705.0,1.0,10.0,VenaGarretson,Male,majordick@yahoo.com,57832,210860617,Delphine Black Sandal Boots,671.43,671.43,1,2023-02-23 23:09:34.759965
392967,214036.0,BOU041510849,2020-04-08 16:56:560,705.0,1.0,10.0,VenaGarretson,Male,majordick@yahoo.com,57832,210860617,Delphine Black Sandal Boots,671.43,671.43,1,2023-02-23 23:09:34.759965
392971,214039.0,BOU041570895,2020-04-08 17:44:440,1360.0,1.0,10.0,VenaGarretson,Male,majordick@yahoo.com,54537,210768878,Poudre Rockstud Sandals,1295.24,1295.24,1,2023-02-23 23:09:34.759965
360,186.0,BOU122511,2016-12-11 16:30:300,1875.0,1.0,13.0,MarlonPolitser,Female,parrt@me.com,62449,210763772,ARROW BOMBER JACKET:Dark Red :M - 210763762,1850.0,1850.0,1,2023-02-23 23:09:34.759965
361,186.0,BOU122511,2016-12-11 16:30:300,1875.0,1.0,13.0,MarlonPolitser,Female,parrt@me.com,54005,210763772,Deep-Red Arrow Bomber Jacket,0.0,0.0,1,2023-02-23 23:09:34.759965
1084,567.0,BOU011505,2017-01-05 14:44:440,2935.0,1.0,13.0,MarlonPolitser,Female,parrt@me.com,62227,210768804,Nero Rockstud Flat Sandals,2910.0,2910.0,1,2023-02-23 23:09:34.759965
1085,567.0,BOU011505,2017-01-05 14:44:440,2935.0,1.0,13.0,MarlonPolitser,Female,parrt@me.com,54463,210768804,Nero Rockstud Flat Sandals,0.0,0.0,1,2023-02-23 23:09:34.759965
13,9.0,A1123000010463,2016-11-23 16:12:120,2705.0,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,62231,210768997,Red Rockstud Sandals,2700.0,2700.0,1,2023-02-23 23:09:34.759965
14,9.0,A1123000010463,2016-11-23 16:12:120,2705.0,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,54656,210768997,210768997,0.0,0.0,1,2023-02-23 23:09:34.759965
67,32.0,A1128000039472,2016-11-28 14:06:60,360.56,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,62985,210924831,Cotton Poplin Blue Shirt,330.56,330.56,1,2023-02-23 23:09:34.759965
68,32.0,A1128000039472,2016-11-28 14:06:60,360.56,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,60201,210924831,210924831,0.0,0.0,1,2023-02-23 23:09:34.759965
69,33.0,A1128000040759,2016-11-28 14:12:120,240.07,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,62986,210924859,Circular Hole Light Pink Jaquard Top,235.07,235.07,1,2023-02-23 23:09:34.759965
70,33.0,A1128000040759,2016-11-28 14:12:120,240.07,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,60229,210924859,210924859,0.0,0.0,1,2023-02-23 23:09:34.759965
71,34.0,A1128000041460,2016-11-28 14:28:280,4310.9,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,63076,210880240,Ren 85 Light Mocha Leather Sandals,4305.9,4305.9,1,2023-02-23 23:09:34.759965
72,34.0,A1128000041460,2016-11-28 14:28:280,4310.9,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,58391,210880240,Ren 85 Light Mocha Leather Sandals,0.0,0.0,1,2023-02-23 23:09:34.759965
83,40.0,A1129000047370,2016-11-29 11:07:70,980.0,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,62358,210836520,SAUGURO RIPPED SWEATHER:Dark Green :S - 210763900,975.0,975.0,1,2023-02-23 23:09:34.759965
84,40.0,A1129000047370,2016-11-29 11:07:70,980.0,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,57365,210836520,210836520,0.0,0.0,1,2023-02-23 23:09:34.759965
1283,668.0,BOU02701,2017-02-01 09:59:590,5275.0,1.0,14.0,ShantaeGuseo,Male,debest@verizon.net,63813,210962857,Off-White House Web Pleated Skirt,5250.0,5250.0,1,2023-02-23 23:09:34.759965
244,114.0,BOU12310,2016-12-10 07:49:490,2550.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,62639,210805068,210804774,2550.0,2550.0,1,2023-02-23 23:09:34.759965
245,114.0,BOU12310,2016-12-10 07:49:490,2550.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,56126,210805068,210804774,0.0,0.0,1,2023-02-23 23:09:34.759965
246,115.0,BOU12510,2016-12-10 07:50:500,2575.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,62639,210804841,210804774,2550.0,2550.0,1,2023-02-23 23:09:34.759965
247,,,2016-12-10 07:50:500,,,,,,,55899,210804841,210804774,0.0,0.0,1,2023-02-23 23:09:34.759965
312,151.0,BOU127710,2016-12-10 16:50:500,9800.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,62696,210806457,210806571,2350.0,2350.0,1,2023-02-23 23:09:34.759965
313,151.0,BOU127710,2016-12-10 16:50:500,9800.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,56304,210806457,210806571,0.0,0.0,1,2023-02-23 23:09:34.759965
314,151.0,BOU127710,2016-12-10 16:50:500,9800.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,62320,210800780,Crystallised Mermaid Dark Green Sandal,7450.0,7450.0,1,2023-02-23 23:09:34.759965
315,151.0,BOU127710,2016-12-10 16:50:500,9800.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,55552,210800780,Crystallised Mermaid Dark Green Sandal,0.0,0.0,1,2023-02-23 23:09:34.759965
380,195.0,BOU124311,2016-12-11 21:06:60,5700.0,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,62689,210806340,210806349,2550.0,2550.0,1,2023-02-23 23:09:34.759965
381,195.0,BOU124311,2016-12-11 21:06:60,5700.0,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,56187,210806340,Peep toe Brown Boot,0.0,0.0,1,2023-02-23 23:09:34.759965
382,195.0,BOU124311,2016-12-11 21:06:60,5700.0,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,63320,202589634,Pomegranate Cheese Board And Knife Set,600.0,600.0,1,2023-02-23 23:09:34.759965
383,195.0,BOU124311,2016-12-11 21:06:60,5700.0,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,53499,210757165,Aqua Grappola Earrings,700.0,700.0,1,2023-02-23 23:09:34.759965
384,195.0,BOU124311,2016-12-11 21:06:60,5700.0,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,62449,210763773,ARROW BOMBER JACKET:Dark Red :M - 210763762,1850.0,1850.0,1,2023-02-23 23:09:34.759965
385,195.0,BOU124311,2016-12-11 21:06:60,5700.0,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,54006,210763773,Deep-Red Arrow Bomber Jacket,0.0,0.0,1,2023-02-23 23:09:34.759965
973,506.0,481,2016-12-30 11:43:430,7675.0,3.0,16.0,CherylMcginnis,Male,mugwump@att.net,62627,210810010,Black Keely 100 Sandals,2550.0,2550.0,1,2023-02-23 23:09:34.759965
974,506.0,481,2016-12-30 11:43:430,7675.0,3.0,16.0,CherylMcginnis,Male,mugwump@att.net,56686,210810010,Black Keely 100 Sandals,0.0,0.0,1,2023-02-23 23:09:34.759965
975,506.0,481,2016-12-30 11:43:430,7675.0,3.0,16.0,CherylMcginnis,Male,mugwump@att.net,62627,210811545,Black Keely 100 Sandals,2550.0,2550.0,1,2023-02-23 23:09:34.759965
976,506.0,481,2016-12-30 11:43:430,7675.0,3.0,16.0,CherylMcginnis,Male,mugwump@att.net,56886,210811545,Black Keely 100 Sandals,0.0,0.0,1,2023-02-23 23:09:34.759965
977,506.0,481,2016-12-30 11:43:430,7675.0,3.0,16.0,CherylMcginnis,Male,mugwump@att.net,62627,210810839,Black Keely 100 Sandals,2550.0,2550.0,1,2023-02-23 23:09:34.759965
978,506.0,481,2016-12-30 11:43:430,7675.0,3.0,16.0,CherylMcginnis,Male,mugwump@att.net,56797,210810839,Black Keely 100 Sandals,0.0,0.0,1,2023-02-23 23:09:34.759965
979,507.0,482,2016-12-30 12:50:500,2550.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,62627,210809814,Black Keely 100 Sandals,2550.0,2550.0,1,2023-02-23 23:09:34.759965
980,507.0,482,2016-12-30 12:50:500,2550.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,56642,210809814,Black Keely 100 Sandals,0.0,0.0,1,2023-02-23 23:09:34.759965
981,508.0,483,2016-12-30 18:17:170,4450.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,53359,210749592,Off-White Bone Wing Earring,975.0,975.0,1,2023-02-23 23:09:34.759965
982,508.0,483,2016-12-30 18:17:170,4450.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,63057,210892154,Rose-Gold Bond Bracelet,3450.0,3450.0,1,2023-02-23 23:09:34.759965
983,508.0,483,2016-12-30 18:17:170,4450.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,59158,210892154,Rose-Gold Bond Bracelet,0.0,0.0,1,2023-02-23 23:09:34.759965
1360,706.0,BOS02905,2017-02-05 16:19:190,1475.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,62547,210800474,Light Pastel Pink Ilsa Flat Sandal,1450.0,1450.0,1,2023-02-23 23:09:34.759965
1361,706.0,BOS02905,2017-02-05 16:19:190,1475.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,55376,210800474,Light Pastel Pink Ilsa Flat Sandal,0.0,0.0,1,2023-02-23 23:09:34.759965
3809,2290.0,BOU07321,2017-07-21 08:13:130,20182.0,7.0,16.0,CherylMcginnis,Male,mugwump@att.net,98341,204766411,"Pierre de Lune Eau de Parfum, 100ml",1125.0,1125.0,1,2023-02-23 23:09:34.759965
3810,2290.0,BOU07321,2017-07-21 08:13:130,20182.0,7.0,16.0,CherylMcginnis,Male,mugwump@att.net,64240,210222574,Essential Hydration Cream,192.0,192.0,1,2023-02-23 23:09:34.759965
3812,2290.0,BOU07321,2017-07-21 08:13:130,20182.0,7.0,16.0,CherylMcginnis,Male,mugwump@att.net,137692,211591918,Black Velvet & Swarovski Mules,3340.0,3340.0,1,2023-02-23 23:09:34.759965
3813,2290.0,BOU07321,2017-07-21 08:13:130,20182.0,7.0,16.0,CherylMcginnis,Male,mugwump@att.net,132884,211500104,Black Leather Small M.A.B. Bag,1450.0,1450.0,1,2023-02-23 23:09:34.759965
3814,2290.0,BOU07321,2017-07-21 08:13:130,20182.0,7.0,16.0,CherylMcginnis,Male,mugwump@att.net,137685,211591911,Bordeaux Velvet Pumps,2300.0,2300.0,1,2023-02-23 23:09:34.759965
3815,2290.0,BOU07321,2017-07-21 08:13:130,20182.0,7.0,16.0,CherylMcginnis,Male,mugwump@att.net,86228,211240255,Multi-Coloured Broche Leather Shoulder Bag,10800.0,10800.0,1,2023-02-23 23:09:34.759965
3816,2291.0,BOU07521,2017-07-21 08:19:190,2325.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,137672,211591898,Navy Velvet Pumps,2300.0,2300.0,1,2023-02-23 23:09:34.759965
3818,2293.0,BOU07921,2017-07-21 08:37:370,4625.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,137534,211592067,Navy Velvet Pumps,2300.0,2300.0,1,2023-02-23 23:09:34.759965
3819,2293.0,BOU07921,2017-07-21 08:37:370,4625.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,137326,211591963,Navy Velvet Pumps,2300.0,2300.0,1,2023-02-23 23:09:34.759965
4484,2734.0,BOS087316,2017-08-16 14:05:50,2555.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,65026,210969004,Red Brixton Leather Loafers,2550.0,2550.0,1,2023-02-23 23:09:34.759965
4485,,,2017-08-16 14:06:60,,,,,,,54634,210768975,Rockstud Heeled Sandal,3500.0,3500.0,1,2023-02-23 23:09:34.759965
4488,2738.0,BOS088116,2017-08-16 14:13:130,905.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,124992,211447173,Gold Nail Shoulder Duster Earrings,900.0,900.0,1,2023-02-23 23:09:34.759965
4491,2739.0,BOU088516,2017-08-16 14:14:140,6855.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,136660,211586103,Yellow-Gold Luminus Bracelet,6850.0,6850.0,1,2023-02-23 23:09:34.759965
8112,4872.0,BOU012310,2018-01-10 18:28:280,7401.19,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,78443,210814982,Black Falabella Shaggy Deer Shoulder Bag,2952.38,2952.38,1,2023-02-23 23:09:34.759965
8113,4872.0,BOU012310,2018-01-10 18:28:280,7401.19,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,145561,211626777,Blue High-Waist Pants,666.67,666.67,1,2023-02-23 23:09:34.759965
8114,4872.0,BOU012310,2018-01-10 18:28:280,7401.19,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,145546,211626758,Blue High-Waist Pants,666.67,666.67,1,2023-02-23 23:09:34.759965
8115,4872.0,BOU012310,2018-01-10 18:28:280,7401.19,4.0,16.0,CherylMcginnis,Male,mugwump@att.net,143787,211617725,Yellow-Gold & Emerald Exclusive Hamsa Necklace Charm,2761.9,2761.9,1,2023-02-23 23:09:34.759965
10566,6847.0,BOU081106,2018-08-06 15:06:60,2051.19,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,189735,212054358,Fuchsia Guccy Print T-Shirt,1952.38,1952.38,1,2023-02-23 23:09:34.759965
10567,6848.0,BOU081306,2018-08-06 15:07:70,1250.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,199783,212199010,Gold Sequined Tyler Midi Skirt,1190.48,1190.48,1,2023-02-23 23:09:34.759965
10568,6849.0,BOU081506,2018-08-06 15:10:100,2550.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,201240,212243545,Black Suede Maureen Mules,2428.57,2428.57,1,2023-02-23 23:09:34.759965
16300,10273.0,BOU011672777,2019-01-27 15:46:460,1300.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,252122,212746048,Black Ysabel One-Shoulder Gown,1238.1,1238.1,1,2023-02-23 23:09:34.759965
19742,13150.0,BOU04230760,2019-04-07 11:29:290,350.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,216008,212148067,White Cotton T-Shirt,285.71,285.71,1,2023-02-23 23:09:34.759965
19743,13151.0,BOU04250784,2019-04-07 11:33:330,850.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,250518,212277176,White Idol Cotton T-Shirt,809.52,809.52,1,2023-02-23 23:09:34.759965
19744,13152.0,BOU04270721,2019-04-07 11:38:380,2370.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,249681,212733160,White VLTN Leather Sneakers,2257.14,2257.14,1,2023-02-23 23:09:34.759965
19747,,,2019-04-07 11:54:540,,,,,,,257257,212557843,Navy Fine Check-Print Shirt,809.52,809.52,1,2023-02-23 23:09:34.759965
19823,13219.0,BOU04450815,2019-04-08 07:48:480,5960.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,250525,212536196,Navy Jerry Track Jacket,3190.48,3190.48,1,2023-02-23 23:09:34.759965
19824,13219.0,BOU04450815,2019-04-08 07:48:480,5960.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,249493,212729987,Navy Saffiano Leather Sandals,2723.81,2723.81,1,2023-02-23 23:09:34.759965
19833,13228.0,BOU04630866,2019-04-08 12:58:580,173.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,276503,212828366,Black Cotton Midi Briefs,131.43,131.43,1,2023-02-23 23:09:34.759965
19836,13231.0,BOU04690881,2019-04-08 13:20:200,335.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,240351,212676846,Black Debossed Logo Slides,285.71,285.71,1,2023-02-23 23:09:34.759965
19837,13232.0,BOU04710855,2019-04-08 13:25:250,625.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,239060,212675590,White Distressed Logo T-Shirt,595.24,595.24,1,2023-02-23 23:09:34.759965
19838,13233.0,BOU04730827,2019-04-08 13:28:280,335.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,240351,212676846,Black Debossed Logo Slides,285.71,285.71,1,2023-02-23 23:09:34.759965
19839,13234.0,BOU04750834,2019-04-08 13:32:320,625.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,238690,212675229,White Distressed Logo T-Shirt,595.24,595.24,1,2023-02-23 23:09:34.759965
19840,13235.0,BOU04770818,2019-04-08 13:33:330,173.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,276507,212828368,Black Cotton Midi Briefs,131.43,131.43,1,2023-02-23 23:09:34.759965
19842,13237.0,BOU04810862,2019-04-08 13:49:490,173.0,1.0,16.0,CherylMcginnis,Male,mugwump@att.net,276507,212828368,Black Cotton Midi Briefs,131.43,131.43,1,2023-02-23 23:09:34.759965
21176,14391.0,BOU04152356,2019-04-23 09:19:190,2620.0,2.0,16.0,CherylMcginnis,Male,mugwump@att.net,228773,212595908,Signal-Orange Tie-Dye Shorts,1200.0,2400.0,2,2023-02-23 23:09:34.759965
